COUNTY,EMPLOYMENT,INCOME,LABOR_PARTICIPATION,WEIGHT,SEX,AGE
06000,-1,9999999,-1,2968.32,0,13
06000,-1,9999999,-1,2968.32,0,6
06000,0,9800,0,2844.64,1,93
06000,0,12400,0,1360.48,0,84
06000,0,11500,0,2226.24,1,84
06000,1,11000,1,2597.28,1,24
06000,0,15500,0,1607.84,0,76
06000,1,62000,1,3586.72,0,29
06000,0,0,0,3834.08,1,20
06000,-1,9999999,-1,2597.28,1,0
06000,1,29600,1,2349.92,1,27
06000,1,46300,1,2968.32,0,41
06000,1,13900,1,2226.24,0,24
06000,-1,9999999,-1,1607.84,1,14
06000,-1,9999999,-1,1607.84,1,12
06000,-1,9999999,-1,1978.88,1,10
06000,0,9000,0,2226.24,1,66
06000,1,17700,1,3339.36,0,42
06000,0,11000,1,2226.24,0,41
06000,1,10000,1,3215.68,0,30
06000,0,0,0,2720.96,0,46
06000,0,23800,0,3215.68,0,73
06000,1,26000,1,2226.24,0,47
06000,0,6700,0,2968.32,1,49
06000,1,12800,1,3215.68,1,25
06000,1,25100,1,1236.8,0,57
06000,1,27200,1,2597.28,1,43
06000,-1,9999999,-1,2349.92,1,12
06000,-1,9999999,-1,1607.84,0,14
06000,0,0,0,1978.88,1,66
06000,0,5000,0,1607.84,0,75
06000,0,0,0,1978.88,0,23
06000,1,35300,1,2597.28,1,28
06000,1,35300,1,1978.88,0,28
06000,-1,9999999,-1,2844.64,0,11
06000,-1,9999999,-1,2720.96,0,9
06000,-1,9999999,-1,2844.64,1,5
06000,-1,9999999,-1,2349.92,0,3
06000,1,28000,1,5565.6,0,34
06000,1,60000,1,989.44,0,35
06000,0,0,0,1978.88,1,33
06000,-1,9999999,-1,1360.48,0,5
06000,-1,9999999,-1,1607.84,1,3
06000,-1,9999999,-1,1236.8,0,13
06000,-1,9999999,-1,1360.48,0,11
06000,1,12000,1,3215.68,0,29
06000,0,8900,0,2968.32,1,34
06000,-1,0,-1,2968.32,0,15
06000,-1,9999999,-1,3586.72,0,12
06000,-1,9999999,-1,2968.32,1,10
06000,0,0,0,3215.68,1,18
06000,-1,9999999,-1,3957.76,1,0
06000,0,43630,0,989.44,1,93
06000,1,15000,1,1978.88,0,30
06000,1,50000,1,1607.84,0,34
06000,1,34600,1,2597.28,1,43
06000,1,16000,1,3339.36,0,22
06000,1,35000,1,2720.96,1,57
06000,1,36900,1,1360.48,0,50
06000,1,26000,1,2226.24,1,39
06000,0,0,0,1731.52,0,16
06000,-1,0,-1,1855.2,1,15
06000,-1,9999999,-1,1978.88,0,9
06000,0,36700,0,2968.32,0,35
06000,1,14000,1,2597.28,1,30
06000,-1,9999999,-1,2349.92,0,11
06000,-1,9999999,-1,2226.24,0,5
06000,-1,9999999,-1,2597.28,0,8
06000,1,65000,1,2597.28,0,32
06000,1,52000,1,2597.28,1,38
06000,-1,0,-1,1607.84,1,15
06000,-1,9999999,-1,3339.36,0,13
06000,0,21700,0,1978.88,0,68
06000,0,29000,0,1607.84,0,30
06000,1,690,1,1484.16,1,19
06000,0,0,0,2226.24,1,69
06000,0,25900,0,1978.88,0,80
06000,0,17500,0,2226.24,1,72
06000,1,50000,1,2968.32,0,43
06000,1,11000,1,2844.64,1,25
06000,-1,9999999,-1,3586.72,1,4
06000,0,21010,0,3215.68,0,72
06000,0,23400,0,3339.36,1,72
06000,1,13220,1,3215.68,0,50
06000,1,61000,1,2968.32,0,40
06000,1,13200,1,2226.24,1,37
06000,-1,9999999,-1,2720.96,1,8
06000,-1,9999999,-1,1855.2,0,3
06000,1,32000,1,1236.8,0,31
06000,1,47000,1,1607.84,1,32
06000,0,110100,1,3215.68,0,50
06000,1,26900,1,1360.48,1,49
06000,1,57350,1,2226.24,0,45
06000,0,62900,0,2226.24,0,71
06000,0,5400,0,2349.92,1,69
06000,1,63000,1,2597.28,0,49
06000,1,20000,1,2720.96,1,47
06000,-1,9999999,-1,2226.24,1,11
06000,-1,9999999,-1,2226.24,0,8
06000,1,89000,1,2226.24,0,54
06000,1,55000,1,1978.88,1,51
06000,1,200,1,1360.48,0,18
06000,0,71900,0,1978.88,1,72
06000,0,17000,0,2844.64,1,77
06000,1,50000,1,4576.16,0,39
06000,1,10000,1,4205.12,1,38
06000,-1,9999999,-1,4576.16,1,12
06000,-1,9999999,-1,3586.72,0,9
06000,0,17600,0,1978.88,1,75
06000,1,47800,1,2349.92,0,82
06000,0,62000,0,3215.68,1,72
06000,1,7700,1,1978.88,0,40
06000,-1,9999999,-1,618.4,0,3
06000,1,58300,1,1360.48,1,45
06000,1,30000,1,4328.8,1,51
06000,1,53780,1,1978.88,0,48
06000,1,8550,1,2597.28,1,44
06000,-1,9999999,-1,2226.24,1,14
06000,-1,9999999,-1,2968.32,0,11
06000,0,50000,0,1360.48,1,59
06000,1,2000,1,1607.84,0,58
06000,1,74000,1,3957.76,0,36
06000,1,20000,1,2597.28,1,35
06000,-1,9999999,-1,1978.88,1,3
06000,1,39000,1,2226.24,0,52
06000,1,40000,1,1607.84,1,51
06000,-1,9999999,-1,1731.52,1,14
06000,0,950,1,1236.8,0,18
06000,1,53000,1,3215.68,1,43
06000,-1,9999999,-1,3339.36,0,12
06000,1,25000,1,2597.28,0,52
06000,0,23000,0,989.44,0,30
06000,0,0,0,1978.88,1,33
06000,-1,9999999,-1,1360.48,1,6
06000,-1,9999999,-1,1607.84,1,2
06000,0,10000,0,2226.24,0,27
06000,0,11000,0,3586.72,1,45
06000,0,13000,0,4205.12,0,39
06000,0,2700,0,4205.12,1,20
06000,-1,0,-1,3339.36,1,15
06000,-1,9999999,-1,2597.28,0,8
06000,0,0,0,4205.12,0,49
06000,1,22000,1,1607.84,0,32
06000,1,20000,1,2597.28,1,31
06000,1,3000,1,1978.88,0,26
06000,-1,9999999,-1,2597.28,0,9
06000,-1,9999999,-1,1978.88,0,4
06000,1,22000,1,1978.88,0,23
06000,1,40400,1,3957.76,0,35
06000,1,11100,1,4576.16,1,38
06000,0,150,0,3834.08,1,64
06000,1,16000,1,2226.24,0,31
06000,1,10000,1,2720.96,1,35
06000,-1,9999999,-1,2844.64,0,10
06000,-1,9999999,-1,1978.88,1,7
06000,1,15000,1,1978.88,1,22
06000,1,26000,1,1978.88,1,43
06000,0,980,0,1607.84,0,45
06000,1,36000,1,2349.92,0,37
06000,0,9300,0,2226.24,1,35
06000,-1,0,-1,1978.88,1,15
06000,-1,9999999,-1,2597.28,1,6
06000,1,41900,1,1978.88,0,46
06000,1,17100,1,2597.28,1,44
06000,0,6000,0,2597.28,0,78
06000,1,7600,1,3215.68,0,30
06000,1,17500,1,1731.52,1,22
06000,-1,9999999,-1,2844.64,1,0
06000,0,0,0,3339.36,0,42
06000,0,0,0,2597.28,1,32
06000,0,0,0,2226.24,1,16
06000,-1,9999999,-1,1607.84,0,13
06000,-1,9999999,-1,1978.88,0,12
06000,-1,9999999,-1,1731.52,0,8
06000,-1,9999999,-1,1607.84,0,5
06000,-1,9999999,-1,2844.64,0,1
06000,-1,9999999,-1,1731.52,0,12
06000,0,30000,0,2226.24,0,41
06000,1,9000,1,1607.84,1,40
06000,1,15000,1,2968.32,0,24
06000,0,18000,0,2597.28,0,23
06000,0,0,0,989.44,0,19
06000,0,0,0,1607.84,1,16
06000,1,11800,1,1360.48,1,24
06000,-1,9999999,-1,1360.48,1,0
06000,0,7800,0,2597.28,1,72
06000,0,83000,0,2597.28,0,21
06000,0,0,0,2349.92,0,18
06000,0,0,0,3215.68,0,16
06000,0,0,0,2968.32,1,51
06000,0,0,0,2597.28,0,20
06000,0,11500,0,3586.72,1,65
06000,0,30600,0,1360.48,0,63
06000,0,14900,1,1236.8,1,57
06000,1,5600,1,1731.52,1,25
06000,0,0,0,1236.8,1,16
06000,1,53000,1,2226.24,0,35
06000,1,38000,1,3957.76,1,29
06000,-1,9999999,-1,1855.2,0,8
06000,-1,9999999,-1,1731.52,0,5
06000,1,39900,1,4205.12,1,36
06000,-1,9999999,-1,2968.32,0,9
06000,-1,9999999,-1,2844.64,0,7
06000,0,33000,0,1607.84,0,63
06000,0,0,0,1607.84,1,60
06000,1,65000,1,1607.84,0,36
06000,1,33000,1,1978.88,1,33
06000,-1,9999999,-1,2226.24,0,9
06000,-1,9999999,-1,1607.84,1,4
06000,1,33000,1,1731.52,0,22
06000,1,65000,1,1607.84,0,32
06000,1,45000,1,2226.24,1,27
06000,-1,9999999,-1,2720.96,0,0
06000,1,24700,1,989.44,0,45
06000,1,68000,1,1236.8,1,44
06000,1,13000,1,1360.48,1,20
06000,0,0,0,989.44,1,17
06000,-1,0,-1,1978.88,0,15
06000,1,71100,1,1978.88,1,69
06000,1,124800,1,1978.88,0,76
06000,0,10800,0,1484.16,1,93
06000,0,20600,0,4947.2,1,67
06000,1,6000,1,1236.8,1,20
06000,-1,9999999,-1,3957.76,1,0
06000,0,0,0,1607.84,0,77
06000,0,15000,0,2597.28,0,84
06000,0,15800,0,2349.92,1,78
06000,0,12100,0,3215.68,0,63
06000,1,12800,1,3586.72,1,64
06000,0,18400,0,2968.32,0,38
06000,1,100220,1,2226.24,0,44
06000,0,2400,0,1978.88,1,47
06000,-1,30,-1,1607.84,1,15
06000,-1,9999999,-1,1360.48,0,13
06000,0,100,0,2844.64,1,38
06000,0,0,0,3339.36,0,41
06000,-1,9999999,-1,2597.28,1,14
06000,-1,9999999,-1,4205.12,0,12
06000,1,23500,1,5194.56,0,69
06000,0,46100,0,2597.28,1,64
06000,0,0,0,2349.92,0,35
06000,0,0,0,1978.88,1,37
06000,-1,9999999,-1,2844.64,0,9
06000,-1,9999999,-1,3339.36,0,5
06000,-1,9999999,-1,1236.8,0,3
06000,1,60000,1,2597.28,0,52
06000,1,30000,1,2349.92,1,51
06000,0,0,0,1607.84,1,21
06000,1,5000,1,1978.88,0,19
06000,0,40000,1,1855.2,0,39
06000,0,6400,1,1731.52,1,59
06000,0,0,0,1978.88,1,93
06000,1,60000,1,2226.24,0,48
06000,1,0,1,1978.88,1,47
06000,0,0,0,1607.84,0,18
06000,-1,9999999,-1,1607.84,0,9
06000,0,0,0,3339.36,1,67
06000,1,50650,1,2597.28,0,50
06000,1,32000,1,1978.88,1,48
06000,-1,9999999,-1,2968.32,1,12
06000,1,17000,1,2597.28,0,22
06000,1,19650,1,3215.68,1,24
06000,-1,9999999,-1,2968.32,1,0
06000,0,32500,0,2844.64,0,67
06000,1,59000,1,2349.92,1,61
06000,1,106100,1,1607.84,0,44
06000,1,93000,1,1360.48,1,44
06000,-1,9999999,-1,1978.88,1,9
06000,-1,9999999,-1,1236.8,0,7
06000,0,45300,0,1731.52,0,67
06000,0,5600,0,1236.8,1,70
06000,1,32890,1,2349.92,0,37
06000,1,35000,1,4947.2,0,28
06000,1,21400,1,1855.2,1,30
06000,1,22000,1,2597.28,0,36
06000,0,48500,0,3586.72,0,64
06000,0,0,0,4205.12,1,53
06000,1,430,1,7544.48,1,20
06000,0,2700,1,7173.44,0,18
06000,1,101500,1,2968.32,0,54
06000,1,73000,1,2597.28,1,57
06000,0,67000,0,2597.28,1,54
06000,0,600,0,1978.88,1,64
06000,0,0,0,2226.24,1,37
06000,1,47000,1,1978.88,0,46
06000,-1,9999999,-1,2597.28,1,4
06000,-1,9999999,-1,2968.32,1,4
06000,-1,9999999,-1,2968.32,0,3
06000,1,34500,1,3957.76,0,30
06000,1,17700,1,4576.16,1,32
06000,-1,9999999,-1,2597.28,1,4
06000,1,170000,1,3215.68,0,52
06000,-1,9999999,-1,2720.96,0,13
06000,1,51020,1,3834.08,0,42
06000,0,55000,0,2597.28,1,82
06000,1,40000,1,1360.48,0,42
06000,-1,9999999,-1,1236.8,1,6
06000,1,56050,1,989.44,0,38
06000,0,60000,0,1978.88,0,33
06000,0,13000,0,2597.28,1,29
06000,-1,9999999,-1,1978.88,1,11
06000,-1,9999999,-1,2968.32,0,10
06000,-1,9999999,-1,1978.88,1,8
06000,-1,9999999,-1,2226.24,1,0
06000,1,0,1,2597.28,0,53
06000,1,5000,1,3339.36,1,53
06000,1,46000,1,2226.24,0,30
06000,1,23000,1,3586.72,0,25
06000,-1,9999999,-1,2349.92,0,3
06000,1,5000,1,4205.12,1,23
06000,1,31000,1,989.44,1,29
06000,-1,9999999,-1,989.44,0,13
06000,1,8400,1,2226.24,1,44
06000,0,0,0,1607.84,0,23
06000,0,0,0,3339.36,1,19
06000,0,0,0,1236.8,0,17
06000,0,26600,0,3339.36,0,69
06000,1,44700,1,3586.72,0,29
06000,1,28100,1,1978.88,1,37
06000,-1,9999999,-1,2597.28,1,5
06000,-1,9999999,-1,1607.84,0,14
06000,-1,9999999,-1,1607.84,0,11
06000,0,19800,0,2226.24,0,78
06000,0,0,0,2597.28,1,76
06000,0,24000,0,1978.88,1,24
06000,1,12000,1,1607.84,1,46
06000,1,12000,1,1607.84,0,52
06000,0,7200,0,2597.28,1,20
06000,0,37000,0,1978.88,0,69
06000,0,4200,0,1978.88,1,69
06000,0,15000,0,1360.48,0,73
06000,0,6680,0,989.44,1,63
06000,1,0,1,2226.24,0,44
06000,0,5700,0,1731.52,1,72
06000,1,16500,1,4576.16,1,57
06000,1,18000,1,5565.6,0,20
06000,1,10800,1,5194.56,1,22
06000,1,14400,1,5565.6,0,23
06000,-1,9999999,-1,4576.16,1,4
06000,-1,9999999,-1,3215.68,0,0
06000,0,13300,0,2349.92,0,34
06000,0,11400,0,2968.32,1,34
06000,0,0,0,2226.24,0,17
06000,-1,9999999,-1,3215.68,1,8
06000,-1,9999999,-1,2349.92,1,4
06000,-1,9999999,-1,2597.28,0,2
06000,1,29200,1,1978.88,1,57
06000,1,9000,1,1978.88,1,25
06000,1,50000,1,2597.28,0,45
06000,1,19100,1,1731.52,0,47
06000,1,19090,1,1236.8,1,47
06000,1,20000,1,1360.48,0,23
06000,1,64820,1,1978.88,0,45
06000,0,137000,0,1607.84,1,40
06000,-1,9999999,-1,1978.88,0,8
06000,1,48020,1,2597.28,0,30
06000,1,27800,1,3339.36,1,37
06000,0,48000,0,3834.08,0,40
06000,1,30700,1,1731.52,1,37
06000,1,36400,1,3215.68,0,36
06000,0,0,0,2226.24,1,28
06000,-1,9999999,-1,3339.36,0,1
06000,1,37400,1,3215.68,1,31
06000,1,65000,1,1607.84,0,48
06000,0,0,0,2597.28,1,43
06000,0,0,0,2597.28,0,20
06000,0,120,0,1978.88,0,17
06000,1,12600,1,1978.88,1,32
06000,-1,9999999,-1,2597.28,1,8
06000,0,0,0,4947.2,0,31
06000,0,15000,0,2597.28,1,68
06000,0,77500,0,1731.52,0,70
06000,0,0,0,2226.24,1,59
06000,1,55000,1,2968.32,1,57
06000,1,48000,1,2597.28,1,48
06000,1,210000,1,2226.24,0,58
06000,1,43200,1,1607.84,0,38
06000,1,135000,1,2968.32,0,49
06000,1,83000,1,2226.24,1,45
06000,-1,9999999,-1,2349.92,0,10
06000,-1,9999999,-1,1978.88,1,8
06000,1,40000,1,2597.28,0,47
06000,0,20000,0,2597.28,1,44
06000,-1,9999999,-1,3215.68,0,10
06000,-1,9999999,-1,2968.32,0,8
06000,0,9000,0,2968.32,1,25
06000,1,42000,1,1731.52,0,48
06000,1,19000,1,3586.72,0,37
06000,0,1200,0,2968.32,1,32
06000,-1,9999999,-1,1978.88,0,8
06000,-1,9999999,-1,1607.84,0,6
06000,-1,9999999,-1,3586.72,0,4
06000,0,39680,1,1607.84,0,37
06000,1,266000,1,1607.84,1,36
06000,-1,9999999,-1,1731.52,0,12
06000,-1,9999999,-1,1855.2,0,1
06000,0,37800,0,1978.88,0,73
06000,0,0,0,1978.88,1,52
06000,0,10300,0,1731.52,1,85
06000,0,26000,1,2597.28,0,39
06000,1,12000,1,2720.96,1,37
06000,-1,9999999,-1,2844.64,1,8
06000,-1,9999999,-1,2597.28,1,2
06000,-1,9999999,-1,2597.28,1,0
06000,0,0,0,2597.28,0,30
06000,0,0,0,2968.32,1,26
06000,-1,9999999,-1,3586.72,1,3
06000,0,2000,0,2597.28,1,23
06000,0,14590,1,3215.68,1,32
06000,1,13150,1,2226.24,0,32
06000,0,14200,1,3339.36,1,29
06000,-1,9999999,-1,2968.32,1,0
06000,1,56000,1,1607.84,0,42
06000,1,2000,1,1360.48,1,39
06000,-1,9999999,-1,1236.8,0,13
06000,0,0,0,1731.52,1,17
06000,1,19910,1,1731.52,0,61
06000,0,7200,0,1236.8,1,59
06000,-1,9999999,-1,1978.88,0,14
06000,1,27100,1,2597.28,1,45
06000,0,0,1,2226.24,1,17
06000,0,8600,1,3586.72,0,20
06000,-1,9999999,-1,3586.72,0,7
06000,-1,9999999,-1,3586.72,0,0
06000,1,3000,1,2968.32,1,20
06000,1,6800,1,5936.64,1,20
06000,1,17000,1,2226.24,0,26
06000,1,48000,1,1978.88,1,42
06000,0,0,0,2226.24,1,16
06000,0,29300,0,1978.88,1,78
06000,1,229000,1,2844.64,1,59
06000,1,56180,1,3339.36,0,56
06000,0,0,0,3586.72,0,20
06000,1,14800,1,3586.72,1,53
06000,1,100000,1,2226.24,0,52
06000,1,60100,1,1978.88,0,51
06000,1,72300,1,2597.28,0,44
06000,1,30000,1,1978.88,1,35
06000,1,10400,1,3215.68,0,42
06000,1,17400,1,2597.28,1,43
06000,-1,9999999,-1,1978.88,1,10
06000,-1,9999999,-1,1978.88,0,8
06000,0,74000,0,2226.24,0,50
06000,1,36000,1,1607.84,1,50
06000,0,900,0,2968.32,1,17
06000,-1,9999999,-1,2597.28,0,14
06000,1,31600,1,3957.76,0,39
06000,1,96000,1,2226.24,0,47
06000,1,11000,1,2597.28,1,46
06000,0,0,0,1978.88,1,16
06000,0,33800,0,2349.92,1,93
06000,1,57000,1,2968.32,1,41
06000,0,19700,0,2226.24,0,72
06000,0,14300,0,2968.32,1,75
06000,1,326800,1,2349.92,0,48
06000,1,71100,1,1607.84,1,48
06000,-1,740,-1,2226.24,1,15
06000,-1,9999999,-1,1731.52,0,11
06000,1,46200,1,1360.48,0,38
06000,1,2500,1,1607.84,1,37
06000,-1,9999999,-1,1236.8,1,12
06000,-1,9999999,-1,1360.48,0,10
06000,-1,9999999,-1,1236.8,0,5
06000,1,107500,1,1607.84,0,56
06000,0,0,0,1607.84,1,53
06000,0,0,0,1360.48,1,58
06000,0,10000,0,1607.84,1,40
06000,0,8000,0,1607.84,1,34
06000,0,0,0,1731.52,0,16
06000,0,0,0,1236.8,1,37
06000,0,13000,0,1607.84,0,24
06000,1,20600,1,1607.84,1,51
06000,1,0,1,989.44,1,27
06000,-1,9999999,-1,1607.84,0,7
06000,-1,9999999,-1,1978.88,1,3
06000,-1,9999999,-1,989.44,0,0
06000,1,56000,1,1607.84,0,44
06000,0,0,0,1607.84,1,34
06000,-1,9999999,-1,1607.84,1,11
06000,-1,9999999,-1,1978.88,1,7
06000,1,19800,1,1607.84,0,52
06000,1,26000,1,1360.48,1,55
06000,0,0,0,618.4,0,16
06000,0,8000,0,2597.28,1,93
06000,1,10000,1,3586.72,0,60
06000,1,57000,1,3339.36,1,55
06000,1,40200,1,1978.88,0,28
06000,1,70100,1,3586.72,0,30
06000,1,30500,1,1978.88,0,34
06000,1,30400,1,2968.32,1,41
06000,1,360,1,1236.8,1,18
06000,0,6700,1,1360.48,0,21
06000,1,130000,1,2226.24,0,39
06000,1,35000,1,2597.28,1,32
06000,1,12000,1,2349.92,0,51
06000,1,38000,1,1978.88,1,45
06000,0,6700,0,2226.24,0,24
06000,0,0,0,2597.28,1,21
06000,-1,9999999,-1,2968.32,1,12
06000,0,38000,0,1978.88,0,70
06000,0,5000,0,2226.24,1,73
06000,1,16000,1,2597.28,1,37
06000,0,12000,0,1978.88,1,82
06000,1,25250,1,3586.72,1,55
06000,1,47200,1,1360.48,0,56
06000,1,23000,1,989.44,1,53
06000,0,6210,0,1236.8,1,82
06000,1,6200,1,1360.48,0,29
06000,1,24600,1,2844.64,1,30
06000,1,19200,1,3339.36,0,28
06000,-1,9999999,-1,5194.56,0,6
06000,1,173000,1,2226.24,0,53
06000,1,345000,1,2968.32,0,35
06000,1,90300,1,2226.24,1,36
06000,-1,9999999,-1,1978.88,0,3
06000,-1,9999999,-1,2226.24,0,3
06000,1,35100,1,2597.28,0,56
06000,0,0,0,2968.32,1,52
06000,1,47000,1,2597.28,1,41
06000,1,20800,1,3339.36,0,41
06000,-1,9999999,-1,3957.76,0,8
06000,1,12290,1,1978.88,0,62
06000,1,5620,1,2226.24,1,62
06000,0,31000,0,2349.92,1,53
06000,1,33200,1,1607.84,0,60
06000,0,0,0,1607.84,1,57
06000,1,38200,1,1360.48,0,30
06000,1,38900,1,1607.84,1,29
06000,1,50000,1,1607.84,0,47
06000,0,0,0,2597.28,1,43
06000,0,0,0,2597.28,0,16
06000,-1,9999999,-1,1978.88,0,13
06000,0,34000,0,2349.92,0,35
06000,0,0,1,2597.28,1,32
06000,0,11700,0,2968.32,1,72
06000,1,18000,1,1731.52,1,30
06000,1,10900,1,1236.8,0,26
06000,-1,9999999,-1,1607.84,0,4
06000,0,1000,0,2968.32,1,61
06000,0,68000,0,1855.2,0,60
06000,0,23000,0,1607.84,0,93
06000,0,4100,0,1978.88,1,89
06000,1,17004,1,2226.24,0,55
06000,1,29200,1,2968.32,0,29
06000,1,13900,1,1978.88,1,26
06000,1,26000,1,989.44,0,40
06000,-1,9999999,-1,989.44,0,3
06000,1,22000,1,1236.8,1,35
06000,1,79000,1,2597.28,0,38
06000,0,0,0,2349.92,1,34
06000,1,7900,1,1607.84,0,53
06000,1,50000,1,1978.88,0,32
06000,1,15000,1,3586.72,0,41
06000,-1,9999999,-1,2968.32,1,12
06000,-1,9999999,-1,3586.72,0,11
06000,1,35300,1,2844.64,1,27
06000,1,29700,1,2968.32,1,27
06000,0,11000,0,3586.72,1,79
06000,1,100000,1,1978.88,0,42
06000,0,0,0,2226.24,1,39
06000,-1,9999999,-1,1978.88,1,3
06000,-1,9999999,-1,2349.92,0,0
06000,1,12000,1,1607.84,1,60
06000,-1,9999999,-1,989.44,1,4
06000,1,16800,1,2597.28,0,30
06000,0,23800,0,1978.88,1,85
06000,1,17000,1,1978.88,1,55
06000,1,333400,1,1978.88,0,33
06000,1,22240,1,2597.28,1,35
06000,-1,9999999,-1,1607.84,1,6
06000,-1,9999999,-1,2226.24,0,2
06000,1,18200,1,1978.88,0,29
06000,1,28000,1,1731.52,0,43
06000,1,37900,1,1607.84,0,44
06000,0,0,0,2597.28,1,39
06000,0,20000,1,1607.84,0,19
06000,0,0,1,2349.92,0,17
06000,1,31600,1,1607.84,1,32
06000,-1,9999999,-1,2597.28,1,6
06000,0,40000,0,3586.72,1,33
06000,0,35000,0,3586.72,1,32
06000,-1,9999999,-1,3957.76,0,5
06000,-1,9999999,-1,3586.72,1,4
06000,0,51400,0,2349.92,0,83
06000,0,97100,0,2597.28,1,77
06000,0,12000,0,4699.84,1,82
06000,1,39000,1,1607.84,1,37
06000,0,41600,1,1978.88,1,44
06000,1,80000,1,1978.88,1,37
06000,0,0,0,2968.32,0,17
06000,1,58000,1,2844.64,0,40
06000,1,143000,1,1978.88,0,55
06000,1,103200,1,1978.88,1,55
06000,1,45000,1,3339.36,0,42
06000,1,12000,1,4205.12,1,37
06000,-1,0,-1,2597.28,1,15
06000,-1,9999999,-1,2597.28,0,10
06000,1,20000,1,1978.88,0,25
06000,1,25000,1,3586.72,1,25
06000,-1,9999999,-1,2597.28,1,1
06000,0,10400,0,2226.24,1,82
06000,1,12900,1,2597.28,0,51
06000,0,40900,0,1978.88,0,28
06000,0,0,0,2968.32,1,29
06000,0,0,0,2597.28,1,51
06000,-1,9999999,-1,2226.24,0,10
06000,-1,9999999,-1,1978.88,0,4
06000,-1,9999999,-1,1978.88,0,2
06000,1,3000,1,1978.88,0,23
06000,0,0,0,2968.32,1,26
06000,1,0,1,2349.92,0,28
06000,1,48000,1,2597.28,1,39
06000,1,23000,1,2968.32,0,43
06000,0,0,0,1855.2,0,17
06000,-1,0,-1,1978.88,1,15
06000,-1,9999999,-1,1978.88,1,14
06000,1,31440,1,4328.8,0,38
06000,1,1700,1,5441.92,1,40
06000,-1,9999999,-1,4947.2,0,10
06000,-1,9999999,-1,3215.68,1,8
06000,-1,9999999,-1,4947.2,0,6
06000,1,31000,1,1607.84,1,30
06000,1,28000,1,2597.28,0,32
06000,0,36500,0,2968.32,0,72
06000,0,33400,0,2597.28,1,81
06000,0,7200,0,2968.32,0,67
06000,0,7200,0,1607.84,1,72
06000,0,3500,0,2844.64,1,23
06000,1,16900,1,4576.16,0,43
06000,0,5000,1,3339.36,1,38
06000,-1,0,-1,3215.68,1,15
06000,-1,9999999,-1,3586.72,1,13
06000,1,61300,1,1360.48,0,30
06000,0,35400,0,2597.28,1,29
06000,1,18000,1,2968.32,1,56
06000,1,29000,1,3586.72,0,32
06000,1,75000,1,2968.32,0,37
06000,0,0,0,2597.28,1,31
06000,-1,9999999,-1,3215.68,1,4
06000,-1,9999999,-1,3586.72,1,0
06000,0,8100,0,2226.24,1,85
06000,0,2550,0,1484.16,0,18
06000,1,35000,1,1607.84,0,46
06000,1,20000,1,1360.48,1,30
06000,-1,9999999,-1,1855.2,0,12
06000,-1,9999999,-1,1731.52,1,8
06000,1,13900,1,1978.88,1,60
06000,0,7000,0,1978.88,1,50
06000,1,96000,1,989.44,0,54
06000,0,0,0,1607.84,1,80
06000,0,4000,0,1360.48,0,22
06000,1,16200,1,1978.88,1,20
06000,-1,9999999,-1,1607.84,0,14
06000,-1,9999999,-1,1978.88,1,2
06000,1,49000,1,2597.28,0,38
06000,0,2000,0,2349.92,1,20
06000,1,60200,1,1360.48,0,45
06000,1,60800,1,2844.64,1,41
06000,-1,9999999,-1,2597.28,1,7
06000,-1,9999999,-1,2968.32,1,0
06000,1,34000,1,1855.2,1,61
06000,0,8900,0,1731.52,0,52
06000,1,52900,1,3586.72,1,31
06000,0,0,1,3215.68,0,27
06000,1,92000,1,2597.28,0,39
06000,0,200,0,2968.32,1,37
06000,-1,9999999,-1,4947.2,0,8
06000,1,70000,1,4205.12,1,32
06000,1,117200,1,2597.28,0,51
06000,0,6700,0,1978.88,1,49
06000,0,30000,0,2597.28,1,85
06000,0,12830,0,1360.48,0,89
06000,0,3150,0,1236.8,1,80
06000,0,9600,0,2226.24,0,35
06000,1,80000,1,3215.68,1,48
06000,0,12500,0,1978.88,0,64
06000,0,4800,0,1607.84,1,65
06000,1,21000,1,1360.48,1,30
06000,1,84140,1,2968.32,0,43
06000,0,2950,0,1978.88,1,43
06000,-1,9999999,-1,1978.88,1,10
06000,-1,9999999,-1,2226.24,0,8
06000,1,251000,1,2226.24,0,41
06000,1,10000,1,2349.92,1,41
06000,0,0,0,2597.28,1,64
06000,-1,9999999,-1,989.44,1,12
06000,-1,9999999,-1,2226.24,0,7
06000,1,129000,1,2968.32,0,66
06000,0,9700,0,3586.72,1,74
06000,0,21600,0,1978.88,0,64
06000,1,30000,1,1978.88,1,40
06000,1,35000,1,2226.24,0,43
06000,1,27000,1,2597.28,1,44
06000,0,0,0,1978.88,1,63
06000,1,21400,1,1236.8,0,36
06000,-1,9999999,-1,1731.52,1,12
06000,1,13000,1,1236.8,0,27
06000,0,0,0,1731.52,1,22
06000,-1,9999999,-1,1236.8,1,2
06000,1,16900,1,2349.92,0,43
06000,-1,9999999,-1,1236.8,0,1
06000,-1,9999999,-1,1607.84,1,0
06000,1,7000,1,1607.84,0,18
06000,-1,9999999,-1,1360.48,0,13
06000,0,1980,0,1607.84,0,20
06000,1,4000,1,1607.84,0,21
06000,1,10000,1,4205.12,1,53
06000,1,4500,1,2968.32,0,18
06000,0,0,0,1978.88,0,48
06000,0,0,0,2844.64,1,45
06000,0,880,0,1978.88,0,22
06000,0,0,0,2968.32,1,17
