COUNTY,EMPLOYMENT,INCOME,LABOR_PARTICIPATION,WEIGHT,SEX,AGE
22000,0,8000,0,4205.12,0,54
22000,1,90000,1,3586.72,1,53
22000,1,3260,1,3463.04,1,22
22000,0,4400,0,1855.2,1,72
22000,0,9600,0,1978.88,0,73
22000,1,25400,1,2349.92,0,73
22000,0,5100,0,2720.96,1,75
22000,1,22000,1,3834.08,0,62
22000,0,0,0,1484.16,1,27
22000,-1,9999999,-1,3586.72,1,1
22000,-1,9999999,-1,3834.08,0,0
22000,0,2200,0,3586.72,1,45
22000,1,46000,1,4576.16,0,51
22000,1,79000,1,3957.76,0,46
22000,1,44400,1,4205.12,1,43
22000,-1,9999999,-1,4699.84,0,10
22000,1,43340,1,2349.92,1,30
22000,1,45000,1,2349.92,1,54
22000,1,140000,1,2349.92,0,54
22000,1,21200,1,3834.08,1,25
22000,-1,9999999,-1,3092.0,0,2
22000,0,31600,0,2720.96,0,80
22000,0,5210,0,2226.24,1,68
22000,1,18000,1,2720.96,0,50
22000,1,7000,1,3463.04,1,43
22000,0,13100,0,2349.92,1,81
22000,0,5600,0,5441.92,0,20
22000,1,9000,1,6555.04,1,19
22000,1,46560,1,1484.16,1,47
22000,1,24500,1,3092.0,1,33
22000,-1,9999999,-1,3586.72,1,3
22000,0,31000,0,3092.0,0,28
22000,0,30000,0,7420.8,0,68
22000,0,0,0,7791.84,1,61
22000,0,3900,0,6184.0,0,36
22000,1,24000,1,7791.84,1,35
22000,0,0,1,6184.0,0,31
22000,1,12340,1,6555.04,0,28
22000,1,128000,1,1113.12,0,37
22000,1,73000,1,1855.2,1,35
22000,-1,9999999,-1,1731.52,1,3
22000,-1,9999999,-1,1484.16,1,1
22000,0,32500,0,2226.24,0,75
22000,0,3400,0,3215.68,1,73
22000,1,12000,1,2720.96,1,51
22000,1,0,1,3463.04,1,19
22000,1,30000,1,2226.24,0,61
22000,1,9100,1,2349.92,1,60
22000,0,7000,0,1978.88,0,35
22000,1,46900,1,1607.84,1,49
22000,-1,0,-1,1978.88,0,15
22000,1,24000,1,3092.0,0,34
22000,1,24600,1,2720.96,1,36
22000,-1,9999999,-1,2349.92,1,12
22000,-1,9999999,-1,2349.92,0,6
22000,0,4200,0,2349.92,1,73
22000,0,6000,0,3092.0,0,65
22000,1,48900,1,2720.96,1,36
22000,0,34600,0,2349.92,1,51
22000,1,40000,1,3092.0,0,53
22000,0,860,0,3834.08,1,16
22000,0,10000,0,2349.92,1,27
22000,0,24370,0,1978.88,0,62
22000,1,19600,1,2349.92,1,62
22000,1,23000,1,2720.96,0,32
22000,1,28800,1,2720.96,1,36
22000,-1,9999999,-1,2720.96,0,8
22000,-1,9999999,-1,3092.0,1,5
22000,1,50000,1,1978.88,1,41
22000,1,23500,1,1113.12,0,30
22000,1,45000,1,1978.88,1,29
22000,-1,9999999,-1,1484.16,1,2
22000,-1,9999999,-1,1236.8,0,13
22000,1,30000,1,1855.2,0,46
22000,1,41000,1,4328.8,1,48
22000,-1,9999999,-1,3834.08,1,12
22000,1,14000,1,2226.24,1,59
22000,1,65000,1,2720.96,0,35
22000,1,700,1,2720.96,1,33
22000,-1,9999999,-1,3092.0,0,4
22000,-1,9999999,-1,3092.0,1,1
22000,1,29000,1,6307.68,0,36
22000,0,0,0,6184.0,1,36
22000,-1,9999999,-1,5812.96,1,8
22000,-1,9999999,-1,6555.04,1,0
22000,-1,9999999,-1,6555.04,1,4
22000,-1,9999999,-1,6184.0,0,8
22000,1,25300,1,2597.28,0,61
22000,0,0,0,2349.92,1,59
22000,0,13700,0,3463.04,0,64
22000,0,12000,0,3092.0,1,54
22000,1,24000,1,2720.96,0,26
22000,0,14000,0,2720.96,1,26
22000,-1,9999999,-1,2720.96,0,0
22000,0,15000,0,4576.16,0,31
22000,0,6000,0,4328.8,1,28
22000,-1,9999999,-1,3463.04,1,9
22000,-1,9999999,-1,3463.04,0,6
22000,1,30000,1,1978.88,0,34
22000,1,14000,1,1607.84,0,40
22000,0,0,0,1113.12,1,35
22000,-1,9999999,-1,1113.12,0,3
22000,-1,9999999,-1,1236.8,0,13
22000,1,9100,1,3834.08,0,57
22000,1,26000,1,3092.0,1,55
22000,1,35000,1,2720.96,0,51
22000,1,18000,1,4699.84,1,47
22000,1,20000,1,10018.08,0,25
22000,1,8000,1,10883.84,1,22
22000,1,64790,1,1855.2,0,30
22000,1,13900,1,2349.92,1,26
22000,1,142100,1,742.08,0,67
22000,0,4000,0,1607.84,1,71
22000,0,6300,0,1484.16,0,22
22000,0,4400,0,1978.88,0,21
22000,1,16200,1,1484.16,1,21
22000,1,10100,1,1236.8,1,20
22000,0,9600,0,3586.72,1,61
22000,1,15000,1,4576.16,1,40
22000,0,0,0,4328.8,0,16
22000,-1,0,-1,3834.08,1,15
22000,-1,9999999,-1,3834.08,1,11
22000,0,15000,0,5441.92,0,44
22000,-1,9999999,-1,3957.76,1,7
22000,0,37200,0,1978.88,0,51
22000,0,16000,0,3092.0,1,44
22000,0,0,0,2720.96,1,18
22000,0,0,0,2349.92,0,16
22000,0,8700,0,1978.88,0,70
22000,0,4200,0,2226.24,1,68
22000,1,36000,1,1978.88,0,62
22000,1,21000,1,1855.2,1,54
22000,1,15000,1,1607.84,0,22
22000,1,12000,1,4699.84,1,35
22000,-1,0,-1,2720.96,1,15
22000,-1,9999999,-1,3092.0,0,9
22000,1,15000,1,5070.88,1,52
22000,1,22000,1,3092.0,0,55
22000,1,32000,1,2720.96,0,31
22000,1,21000,1,3834.08,1,26
22000,1,33300,1,5812.96,0,50
22000,1,7000,1,5936.64,1,41
22000,1,5200,1,5812.96,0,19
22000,0,18500,0,3215.68,0,67
22000,0,11760,0,3092.0,1,65
22000,1,23200,1,3834.08,1,39
22000,1,20200,1,3092.0,0,42
22000,-1,9999999,-1,3834.08,1,14
22000,-1,9999999,-1,3957.76,0,9
22000,1,22200,1,1484.16,0,27
22000,1,8740,1,1978.88,1,25
22000,-1,9999999,-1,1978.88,0,0
22000,-1,9999999,-1,1484.16,1,0
22000,-1,9999999,-1,1607.84,0,1
22000,1,17400,1,2349.92,1,75
22000,0,25200,0,3092.0,0,70
22000,0,16200,0,1484.16,1,81
22000,0,4730,0,4699.84,1,37
22000,0,1500,0,2720.96,1,19
22000,0,0,0,3092.0,1,17
22000,-1,9999999,-1,4328.8,1,11
22000,-1,9999999,-1,4205.12,1,10
22000,-1,9999999,-1,4328.8,0,9
22000,-1,9999999,-1,4576.16,0,8
22000,-1,9999999,-1,3957.76,1,6
22000,1,26000,1,1607.84,1,38
22000,-1,0,-1,1113.12,0,15
22000,0,20000,0,2720.96,0,46
22000,0,0,0,2720.96,1,36
22000,-1,9999999,-1,2226.24,0,5
22000,-1,9999999,-1,2349.92,1,2
22000,1,13100,1,2720.96,1,33
22000,-1,0,-1,2720.96,0,15
22000,-1,9999999,-1,2349.92,0,8
22000,-1,9999999,-1,3463.04,0,4
22000,1,427000,1,3586.72,0,52
22000,1,117900,1,3834.08,1,42
22000,-1,9999999,-1,3834.08,1,13
22000,-1,9999999,-1,3957.76,0,6
22000,1,10800,1,1484.16,1,41
22000,1,32000,1,1236.8,0,42
22000,1,28000,1,4699.84,1,38
22000,1,45000,1,6184.0,0,40
22000,-1,9999999,-1,4699.84,1,9
22000,-1,9999999,-1,4205.12,1,5
22000,1,26000,1,2720.96,1,48
22000,1,0,1,3463.04,0,24
22000,0,0,0,2349.92,1,27
22000,1,10000,1,3092.0,0,29
22000,-1,9999999,-1,2226.24,0,8
22000,-1,9999999,-1,1978.88,1,7
22000,-1,9999999,-1,1978.88,0,2
22000,1,30000,1,4699.84,1,32
22000,-1,9999999,-1,3463.04,1,12
22000,1,12000,1,2349.92,1,32
22000,-1,9999999,-1,2720.96,1,10
22000,-1,9999999,-1,3092.0,0,5
22000,-1,9999999,-1,3092.0,0,0
22000,0,7200,0,2597.28,0,69
22000,0,500,0,1978.88,0,37
22000,1,35700,1,2349.92,1,43
22000,-1,9999999,-1,3092.0,1,10
22000,1,5900,1,2720.96,0,36
22000,1,30600,1,742.08,0,67
22000,1,6400,1,865.76,1,62
22000,1,2600,1,865.76,1,17
22000,1,12000,1,5441.92,1,31
22000,-1,9999999,-1,4328.8,0,8
22000,-1,9999999,-1,4576.16,0,0
22000,1,60000,1,2720.96,0,45
22000,0,92000,0,2720.96,0,60
22000,0,0,0,3463.04,1,58
22000,-1,9999999,-1,2720.96,1,9
22000,1,6010,1,2226.24,0,31
22000,1,28000,1,2720.96,1,30
22000,-1,9999999,-1,2349.92,0,2
22000,-1,9999999,-1,2349.92,0,0
22000,1,0,1,1978.88,0,56
22000,-1,9999999,-1,2349.92,1,11
22000,1,15000,1,1607.84,0,48
22000,0,29400,0,3092.0,1,59
22000,1,33000,1,3463.04,0,45
22000,1,27000,1,2349.92,1,49
22000,1,28000,1,3463.04,0,51
22000,0,6500,0,3092.0,1,86
22000,1,6500,1,4699.84,1,49
22000,1,6000,1,4576.16,0,36
22000,1,38650,1,3092.0,1,79
22000,1,37000,1,3463.04,1,53
22000,0,23230,0,2720.96,1,73
22000,0,10000,0,1607.84,0,56
22000,0,0,0,1484.16,1,50
22000,0,0,0,1978.88,1,17
22000,0,0,0,1855.2,0,16
22000,0,0,0,1978.88,0,16
22000,1,27000,1,1978.88,0,29
22000,1,35400,1,3834.08,0,38
22000,1,56000,1,1978.88,1,37
22000,0,280,1,1855.2,0,16
22000,-1,9999999,-1,2349.92,1,12
22000,-1,9999999,-1,1978.88,1,9
22000,1,59300,1,2349.92,1,55
22000,1,10000,1,3463.04,0,28
22000,1,15000,1,2349.92,1,25
22000,1,12000,1,4328.8,0,37
22000,1,26000,1,4205.12,1,31
22000,0,8400,0,2349.92,0,71
22000,1,15500,1,1236.8,1,29
22000,0,25720,1,1978.88,1,38
22000,0,0,0,1978.88,0,16
22000,0,6000,0,3957.76,1,54
22000,0,6000,0,2720.96,1,34
22000,1,32500,1,4205.12,0,28
22000,1,11400,1,3463.04,1,30
22000,-1,9999999,-1,3215.68,1,3
22000,1,26200,1,1855.2,1,44
22000,0,0,0,1978.88,1,28
22000,-1,9999999,-1,1607.84,1,9
22000,-1,9999999,-1,1484.16,0,8
22000,-1,9999999,-1,1978.88,0,6
22000,1,11000,1,3092.0,1,46
22000,0,13000,0,2226.24,1,24
22000,1,15000,1,3957.76,0,21
22000,-1,9999999,-1,3463.04,1,8
22000,1,0,1,3092.0,0,28
22000,1,25000,1,3092.0,1,45
22000,1,90000,1,1978.88,0,55
22000,1,38000,1,2720.96,0,38
22000,1,322000,1,3092.0,0,45
22000,1,31500,1,3834.08,1,40
22000,-1,9999999,-1,2720.96,0,9
22000,-1,9999999,-1,3092.0,0,6
22000,-1,9999999,-1,3586.72,1,3
22000,1,34000,1,3092.0,0,32
22000,0,0,0,2720.96,0,47
22000,-1,9999999,-1,2720.96,0,14
22000,0,13900,0,4699.84,1,58
22000,-1,9999999,-1,3092.0,1,13
22000,-1,9999999,-1,3463.04,0,10
22000,-1,9999999,-1,3092.0,0,2
22000,0,11000,0,2349.92,1,48
22000,1,25000,1,3463.04,0,40
22000,1,24100,1,2349.92,1,39
22000,1,13000,1,1855.2,1,22
22000,0,6300,0,3957.76,1,65
22000,1,0,1,2226.24,0,18
22000,1,9600,1,3092.0,1,22
22000,-1,9999999,-1,3463.04,1,6
22000,-1,9999999,-1,3215.68,1,3
22000,1,30000,1,2597.28,1,53
22000,1,38000,1,2349.92,0,49
22000,0,15500,0,1607.84,1,30
22000,0,15500,0,1113.12,0,26
22000,-1,9999999,-1,1978.88,0,3
22000,0,2200,1,3215.68,1,18
22000,1,11000,1,2720.96,1,20
22000,1,42900,1,3834.08,0,17
22000,1,36000,1,1978.88,0,46
22000,0,13500,0,2720.96,0,73
22000,1,23800,1,2349.92,1,65
22000,0,12100,0,1360.48,1,39
22000,0,172000,0,1978.88,0,85
22000,0,8200,0,2720.96,1,79
22000,1,45000,1,3092.0,0,45
22000,1,6000,1,3463.04,1,47
22000,1,7500,1,2349.92,0,21
22000,1,35000,1,7049.76,1,67
22000,0,6000,0,2720.96,1,64
22000,0,0,0,3092.0,0,73
22000,1,25000,1,1236.8,1,43
22000,1,12000,1,1484.16,1,21
22000,1,3500,1,1607.84,0,18
22000,1,90000,1,1978.88,0,39
22000,1,30000,1,1978.88,0,39
22000,1,73000,1,3092.0,0,33
22000,0,6300,0,3092.0,0,33
22000,0,35000,1,2349.92,0,49
22000,1,56710,1,2720.96,1,43
22000,1,8000,1,3092.0,0,21
22000,0,600,0,2720.96,1,21
22000,0,0,0,3092.0,0,21
26000,0,7800,0,2720.96,0,84
26000,0,3900,0,2720.96,1,76
26000,0,30200,0,865.76,0,76
26000,0,4800,0,1360.48,1,74
26000,0,11900,0,865.76,0,77
26000,0,13900,0,865.76,1,79
26000,1,30600,1,865.76,0,44
26000,1,76000,1,989.44,1,44
26000,0,14300,1,865.76,0,19
26000,0,0,0,865.76,0,17
26000,1,254000,1,865.76,1,41
26000,1,11300,1,989.44,0,50
26000,1,42300,1,989.44,0,52
26000,1,47000,1,865.76,1,51
26000,1,27400,1,494.72,0,28
26000,1,27400,1,865.76,1,28
26000,-1,9999999,-1,989.44,0,9
26000,-1,9999999,-1,865.76,0,7
26000,1,21000,1,865.76,1,30
26000,0,35600,0,865.76,1,65
26000,0,8500,0,865.76,1,70
26000,0,8400,0,989.44,1,80
26000,0,5300,0,1731.52,1,76
26000,0,8100,0,1731.52,1,93
26000,0,24600,0,1360.48,0,77
26000,0,15000,0,3586.72,0,19
26000,1,40400,1,3710.4,0,46
26000,1,0,1,4081.44,1,43
26000,0,0,0,3586.72,0,17
26000,0,700,0,865.76,1,52
26000,0,0,0,494.72,1,17
26000,-1,9999999,-1,865.76,0,13
26000,0,22400,0,865.76,0,68
26000,0,10000,0,494.72,1,67
26000,0,5100,1,865.76,0,24
26000,0,7280,0,865.76,1,82
26000,0,15600,0,1855.2,0,70
26000,0,8300,0,2226.24,1,76
26000,1,26700,1,865.76,1,61
26000,0,10000,0,1855.2,1,76
26000,1,67740,1,865.76,0,36
26000,0,0,0,865.76,1,37
26000,-1,9999999,-1,989.44,0,11
26000,0,21900,1,1360.48,0,28
26000,-1,9999999,-1,865.76,1,2
26000,-1,9999999,-1,989.44,1,0
26000,0,200,0,371.04,1,19
26000,1,60100,1,865.76,0,44
26000,0,290,0,865.76,1,43
26000,-1,9999999,-1,989.44,0,13
26000,-1,9999999,-1,865.76,0,9
26000,0,10500,0,865.76,0,77
26000,0,6000,0,865.76,1,77
26000,0,10900,0,2720.96,0,59
26000,1,57600,1,1360.48,0,39
26000,1,23000,1,865.76,1,32
26000,1,47000,1,865.76,0,58
26000,1,30000,1,865.76,1,55
26000,1,20000,1,865.76,0,49
26000,1,43300,1,1360.48,1,49
26000,1,3500,1,989.44,1,16
26000,-1,9999999,-1,1360.48,0,14
26000,0,66500,0,865.76,1,74
26000,0,62100,0,989.44,0,72
26000,0,14000,0,1360.48,0,84
26000,0,4000,0,865.76,1,84
26000,0,10,0,4081.44,0,20
26000,0,4000,0,3586.72,0,20
26000,1,34800,1,3092.0,0,39
26000,-1,9999999,-1,3710.4,1,9
26000,-1,9999999,-1,3092.0,1,7
26000,1,2000,1,3215.68,1,30
26000,1,19140,1,3710.4,0,50
26000,0,0,0,3586.72,1,48
26000,0,13000,0,2226.24,1,24
26000,0,17000,1,5441.92,0,22
26000,0,0,0,5070.88,0,17
26000,0,600,0,2226.24,1,18
26000,1,52000,1,5441.92,0,38
26000,1,44200,1,4576.16,1,37
26000,-1,9999999,-1,5441.92,0,8
26000,-1,9999999,-1,4576.16,1,6
26000,0,0,0,865.76,1,49
26000,1,7200,1,989.44,1,31
26000,-1,9999999,-1,371.04,1,7
26000,0,10200,0,494.72,0,73
26000,0,2200,0,865.76,0,40
26000,1,26930,1,865.76,0,50
26000,0,720,0,1360.48,1,37
26000,-1,9999999,-1,865.76,0,5
26000,-1,9999999,-1,989.44,0,3
26000,1,30000,1,371.04,0,40
26000,1,4000,1,989.44,1,40
26000,0,3800,1,865.76,0,18
26000,-1,9999999,-1,865.76,0,13
26000,0,12830,0,1855.2,1,78
26000,1,31700,1,2720.96,0,53
26000,1,10700,1,2720.96,1,50
26000,1,12800,1,2720.96,1,26
26000,1,13300,1,2720.96,1,23
26000,0,21000,0,1484.16,0,42
26000,1,20000,1,2226.24,0,20
26000,1,9500,1,2226.24,1,19
26000,1,12000,1,1855.2,0,22
26000,1,2000,1,1360.48,0,19
26000,1,21000,1,865.76,0,34
26000,1,24000,1,865.76,0,23
26000,1,64000,1,989.44,0,41
26000,1,6000,1,1360.48,1,41
26000,-1,9999999,-1,865.76,0,12
26000,-1,9999999,-1,989.44,1,10
26000,1,6900,1,865.76,0,58
26000,0,0,0,865.76,1,56
26000,1,10900,1,494.72,0,21
26000,0,4800,0,494.72,0,18
26000,-1,9999999,-1,865.76,1,14
26000,-1,9999999,-1,494.72,1,13
26000,0,25800,0,865.76,0,69
26000,0,6300,0,494.72,1,62
26000,0,15000,0,865.76,1,79
26000,1,29800,1,865.76,0,52
26000,1,13600,1,989.44,1,51
26000,1,20800,1,1731.52,0,23
26000,0,600,0,2349.92,1,23
26000,-1,9999999,-1,1360.48,1,5
26000,-1,9999999,-1,1731.52,1,2
26000,-1,9999999,-1,1360.48,0,1
26000,0,1000,0,1978.88,1,18
26000,0,13670,0,989.44,1,66
26000,0,9900,0,494.72,0,85
26000,0,4000,0,865.76,1,73
26000,1,28100,1,1360.48,0,39
26000,0,0,0,989.44,1,37
26000,-1,9999999,-1,865.76,1,6
26000,0,38000,0,989.44,0,55
26000,0,38000,0,865.76,1,51
26000,0,5000,0,2473.6,1,21
26000,1,39200,1,2720.96,0,54
26000,0,200,0,3092.0,1,49
26000,1,13200,1,5441.92,0,24
26000,1,12740,1,4081.44,1,25
26000,1,16800,1,2720.96,0,51
26000,1,5200,1,2720.96,1,44
26000,1,121500,1,865.76,0,40
26000,0,0,0,865.76,1,36
26000,0,0,0,989.44,1,16
26000,-1,9999999,-1,865.76,1,14
26000,-1,9999999,-1,865.76,1,10
26000,1,58930,1,2720.96,0,62
26000,1,32100,1,2349.92,1,55
26000,0,7040,0,4081.44,0,39
26000,0,12000,0,2226.24,0,84
26000,0,65000,0,989.44,0,43
26000,0,250,0,865.76,0,17
26000,0,9800,0,865.76,1,74
26000,0,13600,0,865.76,1,80
26000,1,71500,1,3710.4,0,46
26000,1,71500,1,4081.44,1,36
26000,-1,9999999,-1,4081.44,1,12
26000,-1,9999999,-1,4081.44,1,9
26000,1,53100,1,989.44,0,54
26000,0,20990,0,865.76,0,62
26000,0,4000,0,1360.48,1,63
26000,0,6510,0,1855.2,0,62
26000,0,14300,0,865.76,0,64
26000,0,134400,0,989.44,1,72
26000,1,97030,1,2720.96,0,48
26000,1,25000,1,2720.96,1,47
26000,0,8700,0,1360.48,1,81
26000,1,33100,1,989.44,0,49
26000,0,3300,0,865.76,1,48
26000,0,157600,0,865.76,0,78
26000,0,14300,0,989.44,0,72
26000,0,38400,0,1360.48,1,58
26000,1,13000,1,989.44,0,36
26000,1,30000,1,865.76,1,35
26000,1,3000,1,1360.48,1,17
26000,1,26000,1,865.76,0,47
26000,1,4500,1,989.44,1,47
26000,0,47600,0,2349.92,0,58
26000,0,0,0,1731.52,1,55
26000,1,28690,1,865.76,1,44
26000,0,7500,0,1855.2,1,70
26000,1,18000,1,1855.2,0,23
26000,0,6000,0,1855.2,1,23
26000,-1,9999999,-1,1731.52,0,3
26000,-1,9999999,-1,1360.48,0,2
26000,-1,9999999,-1,1855.2,1,0
26000,0,11500,0,865.76,0,85
26000,0,5900,0,989.44,1,79
26000,1,13000,1,2720.96,0,20
26000,1,4000,1,1731.52,1,17
26000,0,20000,0,865.76,0,77
26000,0,5400,0,989.44,1,72
26000,1,17300,1,989.44,0,59
26000,0,24600,1,1360.48,0,58
26000,0,19900,1,2349.92,1,54
26000,0,9400,1,1360.48,0,33
26000,0,0,0,1607.84,0,39
26000,1,40050,1,2349.92,1,46
26000,0,39800,1,3215.68,0,47
26000,0,25000,0,3092.0,0,60
26000,1,14500,1,4081.44,1,45
26000,-1,0,-1,2720.96,1,15
26000,-1,9999999,-1,3710.4,0,12
26000,-1,9999999,-1,4081.44,0,2
26000,0,0,0,1978.88,0,34
26000,1,25000,1,1360.48,0,53
26000,1,25000,1,989.44,1,47
26000,0,11100,0,2720.96,0,55
26000,1,400,1,865.76,1,63
26000,1,51180,1,1360.48,0,64
26000,0,0,0,1113.12,0,48
26000,1,25010,1,1360.48,0,40
26000,1,27010,1,865.76,1,45
26000,0,17600,0,989.44,1,74
26000,1,22000,1,1731.52,0,47
26000,1,13000,1,1360.48,1,53
26000,0,9900,0,989.44,0,71
26000,0,5600,0,865.76,1,73
26000,1,30000,1,1855.2,0,24
26000,1,3100,1,1360.48,1,22
26000,-1,9999999,-1,865.76,0,2
26000,1,25000,1,2720.96,0,37
26000,-1,9999999,-1,2226.24,1,5
26000,-1,9999999,-1,2720.96,0,7
26000,1,15000,1,2349.92,1,39
26000,1,20000,1,865.76,0,51
26000,1,20200,1,865.76,1,43
26000,0,106000,0,1360.48,0,57
26000,0,120000,1,865.76,0,41
26000,1,31000,1,865.76,1,38
26000,-1,9999999,-1,494.72,0,13
26000,-1,9999999,-1,865.76,1,8
26000,-1,9999999,-1,989.44,0,7
26000,1,19000,1,989.44,0,37
26000,1,13800,1,865.76,1,35
26000,-1,9999999,-1,865.76,1,13
26000,-1,9999999,-1,989.44,0,7
26000,0,37000,0,989.44,0,84
26000,0,950,0,1360.48,1,77
26000,1,42000,1,1360.48,0,52
26000,0,1700,0,865.76,0,64
26000,0,31000,0,989.44,0,66
26000,0,8410,0,989.44,0,78
26000,1,36190,1,865.76,1,76
26000,1,40040,1,989.44,0,31
26000,0,24000,0,865.76,1,32
26000,-1,9999999,-1,865.76,1,13
26000,-1,9999999,-1,989.44,0,10
26000,1,37500,1,1855.2,0,33
26000,1,10800,1,865.76,1,30
26000,-1,9999999,-1,865.76,1,12
26000,-1,9999999,-1,989.44,1,13
26000,1,43800,1,3215.68,1,39
26000,1,38710,1,3586.72,0,57
26000,1,15600,1,3215.68,1,54
26000,-1,9999999,-1,4081.44,1,14
26000,1,2700,1,1360.48,0,24
26000,1,19000,1,865.76,1,21
26000,0,25500,0,989.44,0,48
26000,1,23700,1,1360.48,1,46
26000,0,73500,0,865.76,0,93
26000,0,44200,0,989.44,1,79
26000,1,13000,1,3586.72,0,22
26000,1,5000,1,3215.68,1,19
26000,1,31000,1,1855.2,1,25
26000,1,30000,1,2226.24,0,25
26000,0,10700,0,865.76,1,75
26000,1,2800,1,1855.2,0,40
26000,1,17800,1,1360.48,1,28
26000,-1,9999999,-1,2226.24,1,9
26000,-1,9999999,-1,1855.2,0,7
26000,1,20000,1,1360.48,0,26
26000,1,24860,1,989.44,0,58
26000,1,5504,1,865.76,1,58
26000,1,21900,1,865.76,0,34
26000,0,18290,0,989.44,0,64
26000,1,13500,1,865.76,1,56
26000,1,36000,1,2349.92,0,34
26000,1,32000,1,2720.96,1,36
26000,1,1000,1,2720.96,1,17
26000,-1,9999999,-1,3092.0,0,5
26000,-1,9999999,-1,2844.64,0,4
26000,0,29800,0,865.76,0,42
26000,1,17200,1,989.44,1,42
26000,1,0,1,865.76,0,17
26000,-1,9999999,-1,1360.48,0,14
26000,0,51900,0,1360.48,0,63
26000,0,5450,0,989.44,1,64
26000,1,42340,1,1360.48,0,36
26000,0,0,0,989.44,1,35
26000,-1,9999999,-1,865.76,0,6
26000,-1,9999999,-1,989.44,0,2
26000,0,38000,0,865.76,0,65
26000,1,5700,1,989.44,1,64
26000,0,68700,0,989.44,0,71
26000,0,42200,0,1360.48,1,70
26000,1,25000,1,865.76,0,25
26000,1,25000,1,1360.48,1,25
26000,1,10000,1,4205.12,1,25
26000,0,9200,0,1360.48,0,73
26000,1,19200,1,865.76,0,86
26000,0,3300,0,494.72,1,82
26000,1,34900,1,1360.48,1,29
26000,-1,9999999,-1,865.76,0,13
26000,0,30000,1,865.76,0,37
26000,0,24900,1,1360.48,0,58
26000,1,4000,1,1360.48,1,51
26000,-1,9999999,-1,2597.28,0,0
26000,1,65550,1,865.76,0,37
26000,1,5650,1,865.76,1,35
26000,-1,9999999,-1,989.44,0,7
26000,-1,9999999,-1,865.76,0,5
26000,-1,9999999,-1,865.76,0,2
26000,0,27600,0,1360.48,0,78
26000,0,64000,1,989.44,1,79
26000,1,10000,1,865.76,1,26
26000,0,7000,1,989.44,0,25
26000,0,18900,1,1360.48,0,39
26000,0,0,0,865.76,1,37
26000,-1,9999999,-1,1360.48,1,13
26000,-1,9999999,-1,1360.48,0,10
26000,-1,9999999,-1,989.44,0,5
26000,1,56000,1,1731.52,0,50
26000,1,19000,1,2349.92,1,51
26000,1,50000,1,865.76,0,41
26000,0,9720,0,865.76,1,78
26000,1,44600,1,865.76,1,43
26000,1,16900,1,989.44,0,43
26000,1,19000,1,1360.48,1,27
26000,-1,9999999,-1,1360.48,0,8
26000,-1,9999999,-1,865.76,1,5
26000,-1,9999999,-1,494.72,0,1
26000,1,30000,1,1360.48,0,24
26000,0,7200,0,1607.84,1,85
26000,1,6000,1,865.76,1,57
26000,1,25300,1,1360.48,1,63
26000,1,19600,1,989.44,1,36
26000,0,17800,0,1360.48,0,83
26000,0,5800,0,1360.48,1,72
26000,0,11020,0,1360.48,0,64
26000,0,10200,0,494.72,1,65
26000,0,0,0,371.04,1,61
26000,0,14000,0,989.44,0,63
26000,1,2500,1,6431.36,1,19
26000,0,35000,0,1360.48,0,50
26000,1,6100,1,1855.2,1,52
26000,0,6200,0,865.76,0,34
26000,1,15700,1,865.76,1,32
26000,1,13200,1,1360.48,0,36
26000,-1,9999999,-1,989.44,1,12
26000,1,39000,1,1360.48,0,56
26000,1,94170,1,865.76,0,51
26000,0,7900,1,494.72,1,53
26000,1,37000,1,2597.28,0,42
26000,1,32000,1,3957.76,1,42
26000,-1,9999999,-1,2597.28,1,12
26000,-1,9999999,-1,2597.28,0,14
26000,0,142900,0,865.76,0,72
26000,0,5300,0,989.44,1,76
26000,0,20100,0,1360.48,0,79
26000,0,5300,0,1360.48,1,79
26000,0,28000,0,865.76,0,45
26000,0,13100,0,2349.92,0,79
26000,0,7700,1,2226.24,1,70
26000,0,0,0,865.76,0,33
26000,-1,9999999,-1,989.44,0,9
26000,-1,9999999,-1,371.04,0,6
26000,0,5800,0,1731.52,1,93
26000,1,55000,1,865.76,0,56
26000,1,23500,1,865.76,1,48
26000,1,14600,1,1360.48,1,24
26000,1,21200,1,989.44,0,26
26000,0,8700,0,865.76,0,72
26000,0,3200,0,989.44,1,74
26000,0,1750,0,1360.48,0,63
26000,1,0,1,865.76,1,57
26000,0,0,1,1360.48,1,20
26000,1,36000,1,989.44,0,41
26000,0,0,0,1360.48,1,35
26000,-1,0,-1,865.76,0,15
26000,-1,9999999,-1,865.76,1,12
26000,1,23600,1,494.72,1,47
26000,1,0,1,494.72,1,19
26000,-1,9999999,-1,371.04,1,0
26000,1,16300,1,989.44,0,21
26000,1,43960,1,865.76,0,43
26000,0,4400,1,494.72,1,40
26000,1,2100,1,865.76,0,18
26000,0,0,0,989.44,1,18
26000,1,26110,1,865.76,1,31
26000,1,31804,1,989.44,0,33
26000,0,38040,1,1360.48,0,56
26000,1,23000,1,494.72,1,51
26000,1,20000,1,989.44,0,45
26000,0,0,0,865.76,1,43
26000,0,1900,0,865.76,0,26
26000,0,50000,0,1360.48,0,65
26000,0,6000,0,989.44,1,67
26000,1,81200,1,1360.48,0,68
26000,1,49000,1,865.76,1,60
26000,0,19300,0,1360.48,1,75
26000,1,10000,1,989.44,0,49
